ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
15,0.000,0.000,0.020,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:477(__init__)
15,0.000,0.000,0.019,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:416(__init__)
14,0.000,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2496(_init)
1501,0.005,0.000,0.021,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:157(_get_aligned_offsets)
14,0.000,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2237(_init)
7,0.000,0.000,0.011,0.002,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_axes.py:710(axhline)
16,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1017(_translate_tick_params)
28,0.000,0.000,0.003,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:351(_apply_params)
17675,0.027,0.000,0.039,0.000,f:\Programme\Tower Defense\button.py:52(animate)
38,0.001,0.000,0.226,0.006,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2937(_update_title_position)
57,0.001,0.000,0.194,0.003,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2555(_update_label_position)
38,0.000,0.000,0.099,0.003,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2294(_update_label_position)
16,0.000,0.000,0.014,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:918(set_tick_params)
19,0.000,0.000,0.005,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4060(__init__)
1,0.000,0.000,0.002,0.002,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\filedialog.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:668(Misc)
7,0.000,0.000,0.010,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:733(_set_image_for_button)
1,0.000,0.000,0.012,0.012,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:166(__init__)
95,0.001,0.000,0.177,0.002,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2079(_get_tick_boxes_siblings)
38,0.001,0.000,1.659,0.044,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:691(_findoffset)
295,0.002,0.000,0.016,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:706(draw_rubberband)
16,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:301(restore_region)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:657(get_position)
19,0.000,0.000,2.388,0.126,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:708(draw)
1,0.000,0.000,0.010,0.010,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:808(_init_legend_box)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:985(set_title)
15,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1207(_get_legend_handles)
2,0.000,0.000,0.008,0.004,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:247(resize)
1,0.000,0.000,0.051,0.051,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2306(__init__)
19,0.000,0.000,6.349,0.334,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:392(draw)
34,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1391(_bind)
59,0.000,0.000,0.016,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1682(_configure)
1,0.000,0.000,0.011,0.011,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:345(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1253(_parse_legend_args)
38,0.003,0.000,1.659,0.044,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1114(_find_best_position)
1,0.000,0.000,0.001,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_gtk3.py:1(<module>)
14,0.000,0.000,0.006,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend_handler.py:286(create_artists)
2,0.000,0.000,0.004,0.002,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_axes.py:4460(scatter)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1052(set_bbox_to_anchor)
1,0.000,0.000,0.017,0.017,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:1(<module>)
1,0.000,0.000,0.014,0.014,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:604(__init__)
1351,0.027,0.000,0.082,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1603(_substitute)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3599(Text)
15,0.000,0.000,0.003,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2616(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:919(showtip)
794,0.006,0.000,0.195,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:200(draw_text)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_macosx.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:464(trace_remove)
65,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1569(_register)
16,0.000,0.000,0.007,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:165(paste)
17675,0.097,0.000,0.150,0.000,f:\Programme\Tower Defense\button.py:32(update)
1,0.000,0.000,0.002,0.002,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\qt_compat.py:1(<module>)
1,0.000,0.000,0.010,0.010,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1(<module>)
754,0.001,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:102(_cnfmerge)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:432(_register)
7,0.000,0.000,0.012,0.002,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:812(_Button)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2338(_loadtk)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2374(readprofile)
4,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:376(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:563(destroy)
15,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2586(_setup)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2731(Canvas)
1414,0.006,0.000,0.161,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:221(get_text_width_height_descent)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2657(__init__)
1,0.000,0.000,0.007,0.007,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:548(show)
16,0.000,0.000,0.008,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:99(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\messagebox.py:1(<module>)
1,0.000,0.000,0.014,0.014,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:455(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1997(Wm)
2,0.002,0.001,0.003,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:78(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\font.py:69(__init__)
4,0.000,0.000,0.002,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\qt_compat.py:70(_setup_pyqt5plus)
35,0.001,0.000,0.516,0.015,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:69(blit)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\tkinter\font.py:1(<module>)
14,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\hatch.py:182(_validate_hatch_pattern)
118,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1137(set_linestyle)
23,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\collections.py:729(_set_facecolor)
475,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:300(axes)
44851/28360,0.029,0.000,0.066,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:319(stale)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1064(set_drawstyle)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1122(set_linewidth)
340,0.000,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:378(get_transform)
15,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:791(_set_tickleft)
15,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:797(_set_tickright)
15,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:805(_set_tickup)
15,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:811(_set_tickdown)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:897(_set_x)
19,0.000,0.000,6.318,0.333,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:93(draw_wrapper)
74,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1117(set_zorder)
276,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:63(_scale_dashes)
132,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:718(set_transform)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1240(set_markeredgewidth)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\collections.py:473(set_urls)
8344,0.007,0.000,0.045,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:103(_stale_axes_callback)
50,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:464(_default_contains)
752,0.001,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:632(get_snap)
99,0.000,0.000,0.003,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1205(update)
2108,0.001,0.000,0.053,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1216(_internal_update)
86,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\collections.py:555(get_offsets)
6,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\collections.py:687(<listcomp>)
210,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:269(<genexpr>)
3308,0.002,0.000,0.012,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:417(pchanged)
794,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1238(<dictcomp>)
815,0.000,0.000,0.004,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:712(_get_transformed_path)
6198,0.004,0.000,0.005,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:451(get_transform)
698,0.004,0.000,0.009,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:933(set_dashes)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:3624(export)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_pylab_helpers.py:77(destroy_all)
1642,0.002,0.000,0.006,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1158(score_weight)
1642,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1176(score_size)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:643(set_snap)
7,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:67(<listcomp>)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:538(set_markevery)
1,0.000,0.000,0.000,0.000,<string>:1(<lambda>)
338,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:318(get_joinstyle)
338,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:321(get_capstyle)
1884,0.002,0.000,0.029,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:683(new_gc)
1385,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1697(<lambda>)
2374,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:179(open_group)
2374,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:186(close_group)
794,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:665(flipy)
1884,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:801(restore)
19,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2057(draw)
346,0.000,0.000,0.003,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1048(set_visible)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1060(set_animated)
1935,0.002,0.000,0.068,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1227(set)
576,0.000,0.000,0.005,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1026(get_path)
118,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1052(set_color)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1099(set_gapcolor)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1255(set_markersize)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1358(set_dash_joinstyle)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1374(set_solid_joinstyle)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1406(set_dash_capstyle)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1422(set_solid_capstyle)
808,0.001,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:293(__bool__)
8,0.000,0.000,0.004,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:221(clear)
1884,0.002,0.000,0.011,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:928(set_clip_path)
1354,0.003,0.000,0.437,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1261(_process)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2156(<genexpr>)
730,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1132(sticky_edges)
29,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1375(get_mouseover)
338,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:597(get_markevery)
7,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:885(get_color)
338,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:893(get_drawstyle)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:296(is_filled)
738,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:299(get_fillstyle)
940,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1454(is_dashed)
338,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:324(get_marker)
340,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:369(get_path)
338,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:388(get_alt_path)
338,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:407(get_snap_threshold)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:482(_set_nothing)
60,0.000,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1182(set_marker)
1332,0.006,0.000,0.495,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2009(<listcomp>)
6544,0.013,0.000,0.181,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:93(_get_text_metrics_with_cache)
553,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:3135(<listcomp>)
1,0.000,0.000,0.090,0.090,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:3567(new_figure_manager)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:591(set_clip_box)
7,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:724(_is_sorted)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1040(set_antialiased)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1210(set_markeredgecolor)
118,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1220(set_markerfacecolor)
118,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1230(set_markerfacecoloralt)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:543(_half_fill)
1036,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:913(set_capstyle)
1036,0.001,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:983(set_joinstyle)
1036,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:994(set_linewidth)
1354,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1256(__init__)
96,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:584(__iter__)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2415(mpl_connect)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2478(mpl_disconnect)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2960(_navigate_mode)
94,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:587(__len__)
1,0.000,0.000,0.089,0.089,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:3576(new_figure_manager_given_figure)
3272,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:277(_get_multialignment)
602,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:434(<listcomp>)
845,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:437(<listcomp>)
1036,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:908(set_antialiased)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1669(supports_blit)
1,0.000,0.000,0.089,0.089,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1731(new_manager)
84,0.000,0.000,0.030,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:101(_get_text_metrics_with_cache_impl)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\uuid.py:721(uuid4)
1884,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1025(get_hatch_path)
19,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1288(__init__)
