ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
56,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\collections.py:945(set_sizes)
616,0.002,0.000,0.003,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:807(set_size)
1,0.000,0.000,68.656,68.656,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:3593(show)
342,0.010,0.000,0.062,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:2074(_raw_ticks)
95,0.002,0.000,0.096,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:142(get_window_extent)
132,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
16,0.000,0.000,0.070,0.004,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\widgets.py:1194(set_active)
228,0.003,0.000,0.077,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:533(_draw_paths_with_artist_properties)
30,0.001,0.000,0.030,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:58(__init__)
7,0.000,0.000,0.014,0.002,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:406(_plot_args)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1025(_set_alpha_for_array)
2,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2245(add_collection)
285,0.009,0.000,0.280,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1257(_update_ticks)
698,0.002,0.000,2.947,0.004,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:109(draw_path)
38,0.000,0.000,0.010,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:3104(_wait_cursor_for_draw_cm)
323/19,0.003,0.000,1.430,0.075,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:407(draw)
2,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:2991(set_size_inches)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\collections.py:234(get_datalim)
17,0.001,0.000,0.094,0.006,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\widgets.py:1116(_clicked)
396,0.006,0.000,0.024,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:654(recache)
8,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:35(__init__)
1185,0.002,0.000,0.088,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\pkg_resources\__init__.py:1631(get_resource_stream)
2370,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\pkg_resources\__init__.py:3151(_always_object)
26070,0.018,0.000,0.062,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\pkg_resources\__init__.py:2387(_is_egg_path)
7,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\pkg_resources\extern\__init__.py:24(_module_matches_namespace)
7,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\pkg_resources\extern\__init__.py:57(find_spec)
272/68,0.001,0.000,0.013,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\copy.py:227(_deepcopy_dict)
1692,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1734(isEnabledFor)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:394(_getdecoder)
7,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:417(_getencoder)
35,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:542(_new)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:202(_checkLevel)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:795(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1267(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1319(disable)
14,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:2876(_check_size)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3162(_decompression_bomb_check)
714276,0.603,0.000,0.676,0.000,f:\Programme\Tower Defense\enemy.py:157(walk_into_direction)
1692,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1467(debug)
68,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\copy.py:237(_deepcopy_method)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:228(_acquireLock)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:237(_releaseLock)
5679,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\copy.py:107(_copy_immutable)
3300,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\copy.py:182(_deepcopy_atomic)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1720(getEffectiveLevel)
816,0.000,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\copy.py:264(<genexpr>)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1447(__init__)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:2081(getLogger)
716,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\copy.py:243(_keep_alive)
7,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:249(_conv_type_shape)
51,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:511(__init__)
59660,0.241,0.000,5.463,0.000,f:\Programme\Tower Defense\tower.py:137(get_collision)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:322(preinit)
25,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:524(__getattr__)
7,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:558(__enter__)
734301,0.276,0.000,0.276,0.000,f:\Programme\Tower Defense\enemy.py:80(set_fast_forward)
3447,0.004,0.000,0.129,0.000,f:\Programme\Tower Defense\enemy.py:264(damage)
1624,0.003,0.000,0.004,0.000,f:\Programme\Tower Defense\fieldcontrol.py:177(get_tower_placed_on_pos)
1170,0.005,0.000,0.018,0.000,f:\Programme\Tower Defense\enemy.py:90(handle_dead_enemy)
794,0.001,0.000,0.001,0.000,f:\Programme\Tower Defense\draw_map.py:103(get_max_y_offset)
108,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\_binary.py:84(i32be)
77,0.000,0.000,0.000,0.000,f:\Programme\Tower Defense\fieldcontrol.py:51(<listcomp>)
14,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:530(width)
14,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:534(height)
11,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\_util.py:5(is_path)
69800,0.044,0.000,0.080,0.000,f:\Programme\Tower Defense\tower.py:369(set_highlighting)
16,0.000,0.000,0.034,0.002,f:\Programme\Tower Defense\gameloop.py:523(update_plots)
17675,0.040,0.000,15.713,0.001,f:\Programme\Tower Defense\draw_map.py:100(draw_field)
33,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageMode.py:25(__init__)
59660,0.262,0.000,0.352,0.000,f:\Programme\Tower Defense\tower.py:139(<listcomp>)
1,0.001,0.001,0.001,0.001,f:\Programme\Tower Defense\gameloop.py:505(<listcomp>)
161,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:538(size)
7,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\_util.py:15(__init__)
11,0.000,0.000,0.000,0.000,f:\Programme\Tower Defense\fieldcontrol.py:189(<dictcomp>)
694478,0.091,0.000,0.091,0.000,f:\Programme\Tower Defense\tower.py:155(<lambda>)
44,0.000,0.000,0.000,0.000,f:\Programme\Tower Defense\tower.py:398(get_name)
268550,0.056,0.000,0.056,0.000,f:\Programme\Tower Defense\tower.py:400(get_hovered)
1170,0.000,0.000,0.000,0.000,f:\Programme\Tower Defense\preload.py:114(get_projektil_images)
1171,0.001,0.000,0.001,0.000,f:\Programme\Tower Defense\preload.py:116(get_image_list)
1170,0.000,0.000,0.000,0.000,f:\Programme\Tower Defense\preload.py:118(get_status_speed)
788,0.001,0.000,0.002,0.000,f:\Programme\Tower Defense\gameloop.py:294(offset_limiter)
131,0.000,0.000,0.000,0.000,f:\Programme\Tower Defense\tower.py:402(set_hovered)
21,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:1193(copy)
25607,0.028,0.000,0.264,0.000,f:\Programme\Tower Defense\tower.py:150(handle_collision_mode)
3497,0.003,0.000,0.005,0.000,f:\Programme\Tower Defense\sound_control.py:47(get_sound)
8,0.000,0.000,0.004,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:208(register_axis)
17675,0.191,0.000,0.464,0.000,f:\Programme\Tower Defense\toolbar.py:88(get_colliding_tower)
11402,0.034,0.000,0.034,0.000,f:\Programme\Tower Defense\tower.py:219(set_tower_mods_positions)
230,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2122(get_matrix)
19387,0.004,0.000,0.004,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:211(vertices)
11286,0.002,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:225(codes)
9644,0.002,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:244(simplify_threshold)
7,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\urllib3\packages\six.py:190(find_spec)
350,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:190(__init__)
9644,0.002,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:256(should_simplify)
6,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:708(safe_masked_invalid)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:517(chunk_pHYs)
44,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:318(wrapper)
271/213,0.001,0.000,0.181,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:443(wrapper)
26,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:119(_weak_or_strong_ref)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:2168(_setup_new_guiapp)
342,0.002,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:287(select_matching_signature)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:637(push)
2210,0.002,0.000,0.016,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:289(wrapper)
4412,0.003,0.000,0.004,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:831(clean)
4186,0.005,0.000,0.008,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1314(is_math_text)
5,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:2159(_backend_module_name)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\rcsetup.py:140(validate_bool)
11577,0.011,0.000,0.013,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:101(check_in_list)
103,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:2290(_unpack_to_numpy)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:154(_deprecated_property)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:671(_set)
800,0.003,0.000,0.028,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:246(same_color)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageFile.py:292(load_prepare)
342,0.002,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:1899(scale_range)
4408,0.007,0.000,0.014,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:880(get_siblings)
14,0.000,0.000,0.011,0.001,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1338(_check_1d)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:762(__copy__)
5,0.000,0.000,0.030,0.006,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\pyplot.py:198(_get_backend_mod)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:44(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:363(<listcomp>)
13,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:235(_connect_picklable)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:826(<dictcomp>)
14,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:2155(view_limits)
58,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2281(__init__)
389,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2651(get_matrix)
1288,0.002,0.000,0.003,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:162(_fast_from_codes_and_verts)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\rcsetup.py:152(validate_axisbelow)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:1213(__init__)
36,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:199(call)
50,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:175(check_getitem)
3210,0.002,0.000,0.005,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1327(_to_unmasked_float_array)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:358(__init__)
5396/2698,0.014,0.000,0.166,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2367(frozen)
47546,0.020,0.000,0.028,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:691(_get)
4,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:53(__get__)
33,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:115(__hash__)
112,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:254(method)
82,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1715(<genexpr>)
1073,0.004,0.000,0.004,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1821(_topmost_artist)
3073,0.001,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1834(_str_equal)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:2039(__init__)
553,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:2045(__iter__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:765(_get_backend_or_none)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:112(__eq__)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:350(<genexpr>)
16,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:507(is_scalar_or_string)
7280,0.005,0.000,0.019,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:213(_is_nth_color)
30,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:231(_has_alpha_channel)
8152,0.004,0.000,0.013,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:1286(is_interactive)
5663,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:80(<genexpr>)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:171(__set_name__)
4354,0.002,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:154(<genexpr>)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:99(deprecated)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:662(clear)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:825(__init__)
4412,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:834(<listcomp>)
4408,0.002,0.000,0.002,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:884(<listcomp>)
2041,0.007,0.000,0.007,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1765(<dictcomp>)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:176(finalize)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:205(<listcomp>)
684,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:398(<genexpr>)
44,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:550(_get_data_path)
1,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:609(__init__)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:613(__call__)
4,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:338(<genexpr>)
4075,0.002,0.000,0.004,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:384(<genexpr>)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageFile.py:229(<listcomp>)
16,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:106(__init__)
1378,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:109(__call__)
467,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1623(<lambda>)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:443(chunk_IDAT)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:924(load_prepare)
40,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1685(safe_isfinite)
314,0.000,0.000,0.003,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:237(_check_color_like)
342,0.000,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:1942(le)
18,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1718(sanitize_sequence)
2291,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook\__init__.py:1845(_str_lower_equal)
3,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\rcsetup.py:249(validate_backend)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:479(<setcomp>)
570,0.001,0.000,0.031,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:215(format_ticks)
4075,0.001,0.000,0.001,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:394(<genexpr>)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:485(<listcomp>)
2,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:944(copy)
54,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:154(_crc32)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageFile.py:232(<lambda>)
4,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:203(_sanitize_extrema)
314,0.000,0.000,0.003,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:218(is_color_like)
2969,0.004,0.000,0.013,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:516(_format_maybe_minus_and_locale)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:163(__init__)
9,0.000,0.000,0.000,0.000,C:\Users\tobia\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:193(close)
